time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-22T07:32:24.850Z,17.9246,-66.9553,11,2.34,md,14,212,0.0913,0.09,pr,pr2020327005,2020-11-22T08:23:59.519Z,"7 km SW of GuÃ¡nica, Puerto Rico",earthquake,0.62,0.41,0.34,9,reviewed,pr,pr
2020-11-22T07:31:20.690Z,17.828,-66.7215,8,1.71,md,4,329,0.2157,0.07,pr,pr2020327006,2020-11-22T09:04:21.470Z,"18 km S of Tallaboa, Puerto Rico",earthquake,1.52,9.61,0.12,4,reviewed,pr,pr
2020-11-22T07:29:22.520Z,19.21666718,-155.3926697,30.89999962,2.25,ml,47,161,,0.129999995,hv,hv72240427,2020-11-22T07:34:52.000Z,"9 km E of PÄhala, Hawaii",earthquake,0.57,0.769999981,4.6,4,automatic,hv,hv
2020-11-22T07:22:48.790Z,19.22066689,-155.3800049,36.95000076,2.30999994,md,39,246,,0.150000006,hv,hv72240422,2020-11-22T07:26:04.970Z,"10 km E of PÄhala, Hawaii",earthquake,1.04,0.720000029,0.980000019,7,automatic,hv,hv
2020-11-22T07:11:50.170Z,34.0845,-117.2853333,9.91,1.13,ml,38,48,0.02746,0.19,ci,ci39473479,2020-11-22T07:15:42.395Z,"3km ENE of Colton, CA",earthquake,0.25,0.5,0.195,28,automatic,ci,ci
2020-11-22T07:00:27.650Z,35.7785,-117.5816667,7.72,0.58,ml,9,149,0.03933,0.12,ci,ci39473455,2020-11-23T14:44:54.544Z,"16km W of Searles Valley, CA",earthquake,0.48,0.58,0.159,8,reviewed,ci,ci
2020-11-22T06:57:50.353Z,65.3276,-163.9757,0,1.9,ml,,,,1.39,ak,ak020f0wnet2,2020-11-22T08:27:06.917Z,"76 km NNW of White Mountain, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-22T06:56:58.220Z,33.7865,-117.641,3.2,1.28,ml,8,202,0.02801,0.31,ci,ci39473447,2020-11-22T07:00:48.361Z,"11km N of Foothill Ranch, CA",earthquake,1.34,0.77,0.39,16,automatic,ci,ci
2020-11-22T06:52:07.069Z,59.9204,-152.6419,80.1,2.2,ml,,,,0.58,ak,ak020f0wm8ue,2020-11-22T07:06:38.799Z,"48 km WNW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-22T06:49:34.679Z,44.293,-114.9933,6.93,2.5,ml,,112,0.086,0.3,us,us6000crep,2020-11-22T07:05:17.040Z,"9 km NNW of Stanley, Idaho",earthquake,1.8,2.8,0.062,34,reviewed,us,us
2020-11-22T06:44:33.910Z,17.8343,-66.226,6,2.77,md,17,231,0.1771,0.27,pr,pr2020327004,2020-11-22T07:47:27.743Z,Puerto Rico region,earthquake,1.11,0.82,0.18,13,reviewed,pr,pr
2020-11-22T06:43:40.750Z,34.166,-117.5753333,9.74,0.88,ml,21,127,0.06892,0.09,ci,ci39473439,2020-11-22T06:47:28.283Z,"5km N of Rancho Cucamonga, CA",earthquake,0.28,0.43,0.254,26,automatic,ci,ci
2020-11-22T06:43:25.260Z,38.8214989,-122.7606659,1.82,0.64,md,10,126,0.01151,0.01,nc,nc73485566,2020-11-22T07:42:04.670Z,"3km W of Cobb, CA",earthquake,0.36,0.68,0.08,2,automatic,nc,nc
2020-11-22T06:28:37.000Z,38.8086662,-122.8239975,2.09,1.15,md,27,64,0.004052,0.03,nc,nc73485561,2020-11-22T07:17:04.527Z,"7km WNW of The Geysers, CA",earthquake,0.18,0.34,0.07,5,automatic,nc,nc
2020-11-22T06:27:56.160Z,17.9223,-66.8708,10,2.12,md,12,213,0.0535,0.07,pr,pr2020327003,2020-11-22T07:19:21.327Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.51,0.41,0.15,8,reviewed,pr,pr
2020-11-22T06:23:02.481Z,57.7235,-155.8302,0,1.9,ml,,,,0.88,ak,ak020f0wg0rs,2020-11-22T06:26:43.694Z,"83 km WNW of Karluk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-22T06:13:13.360Z,32.7473333,-115.826,6.89,1.56,ml,21,49,0.1284,0.22,ci,ci39473399,2020-11-22T06:16:52.091Z,"16km E of Ocotillo, CA",earthquake,0.39,1.63,0.249,25,automatic,ci,ci
2020-11-22T06:12:20.900Z,38.1738,-117.8837,12.6,1.2,ml,21,70.69,0.025,0.08,nn,nn00785679,2020-11-22T07:04:14.532Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-22T06:11:11.380Z,38.8279991,-122.7993317,1.36,0.74,md,20,38,0.009568,0.02,nc,nc73485556,2020-11-22T06:51:06.354Z,"7km W of Cobb, CA",earthquake,0.2,0.43,0.13,4,automatic,nc,nc
2020-11-22T06:09:01.480Z,32.7466667,-115.8268333,3.21,1.58,ml,21,68,0.1275,0.26,ci,ci39473391,2020-11-22T06:12:37.326Z,"16km E of Ocotillo, CA",earthquake,0.5,1.13,0.183,27,automatic,ci,ci
2020-11-22T06:00:38.812Z,61.5554,-150.6065,56.5,1.4,ml,,,,0.49,ak,ak020f0wb63t,2020-11-22T06:03:31.162Z,"5 km WNW of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-22T05:54:14.100Z,38.7403336,-122.699501,0.41,1.26,md,10,149,0.0278,0.03,nc,nc73485551,2020-11-22T06:26:05.214Z,"4km S of Anderson Springs, CA",earthquake,0.43,0.9,0.06,4,automatic,nc,nc
2020-11-22T05:50:45.550Z,34.1616667,-118.4733333,13.23,1.47,ml,23,63,0.05739,0.22,ci,ci39473383,2020-11-23T14:46:14.574Z,"2km E of Encino, CA",earthquake,0.46,0.81,0.157,26,reviewed,ci,ci
2020-11-22T05:48:44.435Z,41.5399,-70.984,5.78,2,ml,,174,0.254,0.31,us,us6000cre7,2020-11-23T14:42:49.712Z,"8 km SSW of Bliss Corner, Massachusetts",earthquake,2.4,6.2,0.071,26,reviewed,us,us
2020-11-22T05:42:33.988Z,63.6765,-152.3429,17.3,1.8,ml,,,,0.65,ak,ak020f0vyq71,2020-11-22T18:03:30.714Z,"23 km S of Lake Minchumina, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-11-22T05:37:24.370Z,35.864,-117.7,4.23,1.34,ml,20,72,0.07642,0.2,ci,ci39473375,2020-11-22T05:41:10.823Z,"20km ESE of Little Lake, CA",earthquake,0.35,0.75,0.146,21,automatic,ci,ci
2020-11-22T05:35:04.750Z,32.7415,-115.8241667,7.47,1.46,ml,21,60,0.1235,0.23,ci,ci39473367,2020-11-23T14:46:48.920Z,"16km E of Ocotillo, CA",earthquake,0.43,1.23,0.156,26,reviewed,ci,ci
2020-11-22T05:32:25.330Z,36.7447,-116.025,0.6,0.9,ml,18,119.67,0.036,0.26,nn,nn00785673,2020-11-22T05:38:53.157Z,"37 km WNW of Indian Springs, Nevada",earthquake,,8.9,,,automatic,nn,nn
2020-11-22T05:32:05.520Z,38.8274994,-122.8066635,0.93,0.56,md,9,74,0.004888,0.02,nc,nc73485546,2020-11-22T06:01:04.072Z,"7km NW of The Geysers, CA",earthquake,0.33,0.92,,1,automatic,nc,nc
2020-11-22T05:24:37.410Z,38.1543,-117.9195,12.4,0.5,ml,10,101.64,0.031,0.07,nn,nn00785672,2020-11-22T05:33:31.469Z,"31 km SSE of Mina, Nevada",earthquake,,7.6,,,automatic,nn,nn
2020-11-22T05:22:32.280Z,17.9863,-67.0031,6,1.79,md,9,152,0.0444,0.09,pr,pr2020327002,2020-11-22T06:28:28.671Z,"4 km ENE of La Parguera, Puerto Rico",earthquake,0.4,0.25,0.14,7,reviewed,pr,pr
2020-11-22T04:58:31.430Z,39.161,-123.5936667,4.7,0.99,md,10,115,0.05113,0.09,nc,nc73485541,2020-11-23T11:58:51.992Z,"15km ESE of Navarro Head, CA",earthquake,0.36,1.02,0.222,11,reviewed,nc,nc
2020-11-22T04:41:40.138Z,59.9255,-152.9238,103,1.8,ml,,,,0.32,ak,ak020f0vd3jt,2020-11-22T17:54:49.017Z,"63 km WNW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-11-22T04:41:14.020Z,19.24150085,-155.3951721,31.02000046,2.1099999,md,41,133,,0.140000001,hv,hv72240297,2020-11-22T04:44:20.890Z,"9 km ENE of PÄhala, Hawaii",earthquake,0.67,0.730000019,0.720000029,11,automatic,hv,hv
2020-11-22T04:38:23.942Z,61.0906,-151.6397,77.1,1.1,ml,,,,0.38,ak,ak020f0vceyi,2020-11-22T04:41:42.252Z,"27 km W of Tyonek, Alaska",earthquake,,3.4,,,automatic,ak,ak
2020-11-22T04:27:15.425Z,63.1976,-150.4687,121.3,2.2,ml,,,,0.38,ak,ak020f0va1f4,2020-11-22T04:36:01.569Z,"73 km ESE of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-22T03:34:04.690Z,38.1708,-117.8562,6,1.6,ml,24,66.22,0.005,0.12,nn,nn00785667,2020-11-22T03:51:33.290Z,Nevada,earthquake,,0.4,,,automatic,nn,nn
2020-11-22T03:25:45.500Z,44.4476667,-111.002,12.46,0.74,ml,9,129,0.1191,0.16,uu,uu60419247,2020-11-23T15:20:09.680Z,"25 km SSE of West Yellowstone, Montana",earthquake,0.86,1.66,0.335,2,reviewed,uu,uu
2020-11-22T03:21:33.380Z,38.8001671,-122.7726669,1.42,0.88,md,13,83,0.01013,0.02,nc,nc73485531,2020-11-22T03:47:05.326Z,"3km NNW of The Geysers, CA",earthquake,0.25,0.51,,1,automatic,nc,nc
2020-11-22T03:21:19.110Z,38.7999992,-122.7720032,1.25,1.91,md,36,70,0.009624,0.03,nc,nc73485526,2020-11-22T03:37:06.266Z,"3km NNW of The Geysers, CA",earthquake,0.16,0.28,0.14,11,automatic,nc,nc
2020-11-22T03:09:29.510Z,19.41550064,-155.2911682,0.379999995,1.88,ml,10,136,,0.159999996,hv,hv72240217,2020-11-22T03:14:58.570Z,"6 km WSW of Volcano, Hawaii",earthquake,0.56,0.280000001,0.38,3,automatic,hv,hv
2020-11-22T03:06:41.110Z,19.518,-155.6621667,3.7,1.17,md,18,145,,0.12,hv,hv72240212,2020-11-23T01:43:34.310Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.58,0.298184603,10,reviewed,hv,hv
2020-11-22T02:55:44.060Z,19.21699905,-155.4458313,36.04000092,1.75,md,37,209,,0.109999999,hv,hv72240197,2020-11-22T02:59:00.710Z,"3 km ENE of PÄhala, Hawaii",earthquake,0.69,0.99000001,0.550000012,8,automatic,hv,hv
2020-11-22T02:54:18.872Z,38.3305,-96.965,5,2.4,mb_lg,,96,0.818,0.37,us,us6000crdk,2020-11-22T06:29:21.040Z,"4 km ESE of Marion, Kansas",earthquake,1.9,2,0.12,18,reviewed,us,us
2020-11-22T02:53:38.410Z,38.2053,-117.719,13,0.9,ml,9,198.16,0.042,0.04,nn,nn00785664,2020-11-22T03:14:51.229Z,"39 km ESE of Mina, Nevada",earthquake,,8.2,,,automatic,nn,nn
2020-11-22T02:40:43.990Z,38.8378334,-122.8088303,2.16,0.89,md,11,60,0.01445,0.02,nc,nc73485511,2020-11-22T03:05:05.058Z,"8km WNW of Cobb, CA",earthquake,0.34,1.1,,1,automatic,nc,nc
2020-11-22T02:32:32.300Z,35.4085,-118.4621667,1.99,1.47,ml,24,74,0.2539,0.18,ci,ci39473319,2020-11-22T02:36:10.925Z,"20km S of Bodfish, CA",earthquake,0.31,1.28,0.181,26,automatic,ci,ci
2020-11-22T02:31:30.690Z,38.1267,-118.0858,6.8,1.3,ml,19,136.63,0.064,0.11,nn,nn00785661,2020-11-22T02:55:12.368Z,"29 km S of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-22T02:22:09.850Z,37.3437,-114.8467,21.1,1.6,ml,18,93.88,0.158,0.17,nn,nn00785656,2020-11-22T02:26:03.897Z,"28 km E of Alamo, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-22T02:16:29.423Z,59.9176,-152.9578,98.3,2.1,ml,,,,0.32,ak,ak020f0u0up6,2020-11-22T02:19:27.243Z,"65 km WNW of Anchor Point, Alaska",earthquake,,1.6,,,automatic,ak,ak
2020-11-22T01:47:58.690Z,38.168,-117.89,12.6,1.1,ml,21,73.11,0.024,0.07,nn,nn00785645,2020-11-22T01:53:20.535Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-22T01:46:46.911Z,61.7116,-151.0349,71.3,1.3,ml,,,,0.7,ak,ak020f0tlvn8,2020-11-22T01:51:44.407Z,"33 km NW of Susitna, Alaska",earthquake,,1,,,automatic,ak,ak
2020-11-22T01:46:03.660Z,38.2073,-117.9295,4.3,0.7,ml,12,103.44,0.02,0.04,nn,nn00785643,2020-11-22T01:49:39.346Z,"25 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-22T01:35:02.172Z,38.1759,-117.8895,10.5,3.8,ml,32,40.51,0.02,0.1368,nn,nn00785639,2020-11-23T01:37:00.925Z,"30 km SE of Mina, Nevada",earthquake,,0.5,0.14,16,reviewed,nn,nn
2020-11-22T01:33:03.830Z,38.2127,-117.7148,9.3,1,ml,12,143.66,0.034,0.06,nn,nn00785637,2020-11-22T01:36:19.528Z,Nevada,earthquake,,9.6,,,automatic,nn,nn
2020-11-22T01:32:59.340Z,33.377,-116.873,4.92,1.28,ml,54,38,0.02488,0.22,ci,ci39473287,2020-11-22T01:36:48.966Z,"2km NNW of Palomar Observatory, CA",earthquake,0.21,0.49,0.148,26,automatic,ci,ci
2020-11-22T01:32:10.806Z,61.6584,-147.6255,35.3,1.3,ml,,,,0.47,ak,ak020f0tis77,2020-11-22T02:35:19.132Z,"16 km S of Glacier View, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-11-22T01:26:21.390Z,17.9858,-66.8446,18,1.87,md,12,161,0.0362,0.12,pr,pr2020327000,2020-11-22T02:04:45.232Z,"2 km WSW of Indios, Puerto Rico",earthquake,0.63,0.42,0.24,5,reviewed,pr,pr
2020-11-22T01:25:10.100Z,19.22500038,-155.3919983,32.52000046,1.78999996,md,28,164,,0.100000001,hv,hv72240097,2020-11-22T01:28:30.390Z,"9 km ENE of PÄhala, Hawaii",earthquake,0.73,0.720000029,0.75999999,3,automatic,hv,hv
2020-11-22T01:16:44.457Z,44.2935,-114.9848,10,2.6,ml,,99,0.086,0.87,us,us6000crcy,2020-11-22T02:00:07.614Z,"9 km NNW of Stanley, Idaho",earthquake,1.7,1.9,0.069,28,reviewed,us,us
2020-11-22T01:16:35.380Z,37.9220009,-122.6449966,2.36,1.4,md,8,160,0.03841,0.3,nc,nc73485476,2020-11-22T02:47:05.929Z,"2km N of Stinson Beach, CA",earthquake,1.17,4.76,0.05,6,automatic,nc,nc
2020-11-22T01:15:45.701Z,44.2871,-114.9956,10,2.7,ml,,75,0.081,0.98,us,us6000crcu,2020-11-22T01:25:00.040Z,"8 km NNW of Stanley, Idaho",earthquake,1.3,2,0.056,42,reviewed,us,us
2020-11-22T01:06:57.950Z,37.8901672,-122.6406631,6.04,1.38,md,9,173,0.04841,0.04,nc,nc73485466,2020-11-22T02:21:06.769Z,"1km SSE of Stinson Beach, CA",earthquake,0.47,0.68,0.18,7,automatic,nc,nc
2020-11-22T01:03:15.822Z,63.1869,-150.5932,109.5,1.6,ml,,,,0.38,ak,ak020f0tclp9,2020-11-22T02:29:08.283Z,"68 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-11-22T01:00:39.960Z,38.1652,-117.8663,5.2,1.7,ml,21,65.84,0.004,0.13,nn,nn00785630,2020-11-22T01:08:20.697Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-22T00:48:00.760Z,38.8016663,-122.7738342,0.81,0.67,md,12,95,0.01108,0.04,nc,nc73485456,2020-11-22T01:56:03.639Z,"3km NNW of The Geysers, CA",earthquake,0.25,0.5,0.07,2,automatic,nc,nc
2020-11-22T00:23:11.090Z,62.5416,-151.0382,85.9,2,ml,,,,0.4,ak,ak020f0svft1,2020-11-22T00:27:55.274Z,"14 km WNW of Petersville, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-11-22T00:09:34.820Z,38.7873344,-122.7679977,1.78,0.66,md,14,81,0.01477,0.03,nc,nc73485441,2020-11-22T00:28:05.095Z,"2km NW of The Geysers, CA",earthquake,0.26,0.49,0.07,2,automatic,nc,nc
2020-11-22T00:05:25.610Z,64.9894,-147.379,3.5,1.8,ml,,,,0.26,ak,ak020f0srm1d,2020-11-22T00:11:33.364Z,"11 km ENE of Fox, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-21T23:56:30.921Z,36.52351761,-98.99013519,5.607298374,1.85,ml,14,145.4251633,0.048958123,0.325259628,ok,ok2020wxpw,2020-11-21T23:59:23.075Z,"9 km NNE of Quinlan, Oklahoma",earthquake,5.578703118,3.195724413,,11,automatic,ok,ok
2020-11-21T23:49:50.410Z,38.8148346,-122.807663,1.71,0.61,md,14,74,0.008753,0.02,nc,nc73485431,2020-11-21T23:51:27.594Z,"6km NW of The Geysers, CA",earthquake,0.43,0.68,0.35,2,automatic,nc,nc
2020-11-21T23:49:30.010Z,17.92,-66.9518,11,1.41,md,5,249,0.0911,0.06,pr,pr2020326027,2020-11-22T00:11:52.984Z,"7 km SW of GuÃ¡nica, Puerto Rico",earthquake,0.76,0.51,0,1,reviewed,pr,pr
2020-11-21T23:48:28.120Z,38.7973328,-122.7783356,1.23,1.31,md,27,73,0.01492,0.06,nc,nc73485421,2020-11-22T01:06:04.326Z,"3km NW of The Geysers, CA",earthquake,0.21,0.4,0.04,8,automatic,nc,nc
2020-11-21T23:44:24.320Z,61.3493,-149.7093,26.5,2.3,ml,,,,0.71,ak,ak020ezj5lac,2020-11-22T01:22:01.950Z,"8 km WNW of Eagle River, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-11-21T23:40:54.320Z,38.13,-118.0948,3.6,1.4,ml,18,129.96,0.033,0.13,nn,nn00785625,2020-11-22T00:18:44.397Z,"28 km S of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-11-21T23:40:36.690Z,46.8906667,-112.5043333,8.57,1.1,ml,19,71,0.045,0.2,mb,mb80476984,2020-11-21T23:59:17.280Z,"15 km ESE of Lincoln, Montana",earthquake,0.47,0.76,0.062,6,reviewed,mb,mb
2020-11-21T23:25:12.490Z,33.4944992,-116.5011673,13.11,0.79,ml,11,140,0.122,0.12,ci,ci39473183,2020-11-21T23:28:45.381Z,"17km ESE of Anza, CA",earthquake,0.56,1.25,0.131,4,automatic,ci,ci
2020-11-21T22:57:31.825Z,38.1668,-117.8589,6.1,1.9,ml,27,48.25,0.011,0.1406,nn,nn00785619,2020-11-22T16:33:27.951Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.31,13,reviewed,nn,nn
2020-11-21T22:50:36.740Z,38.21,-117.746,0.8,1.4,ml,14,94.1,0.057,0.18,nn,nn00785617,2020-11-21T22:58:24.498Z,"37 km ESE of Mina, Nevada",earthquake,,16.3,,,automatic,nn,nn
2020-11-21T22:48:38.240Z,38.159,-117.8913,11.8,0.6,ml,12,108.94,0.017,0.06,nn,nn00785615,2020-11-21T22:52:21.849Z,"31 km SE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-11-21T22:39:13.840Z,35.7018333,-117.5638333,11.86,0.62,ml,11,128,0.1169,0.17,ci,ci39473159,2020-11-22T03:37:24.225Z,"14km NE of Ridgecrest, CA",earthquake,0.7,1.26,0.182,8,reviewed,ci,ci
2020-11-21T22:12:03.918Z,60.8151,-150.4673,84.5,1.9,ml,,,,0.83,ak,ak020ezid4k6,2020-11-21T22:16:11.287Z,"17 km SE of Point Possession, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-11-21T22:05:19.710Z,35.8733333,-117.6923333,4.87,0.96,ml,16,77,0.08183,0.19,ci,ci39473127,2020-11-21T22:08:59.883Z,"20km ESE of Little Lake, CA",earthquake,0.32,0.66,0.134,12,automatic,ci,ci
2020-11-21T21:46:12.730Z,38.172,-117.8538,7.3,0.8,ml,11,104.61,0.032,0.02,nn,nn00785613,2020-11-21T22:38:31.399Z,"32 km SE of Mina, Nevada",earthquake,,5.5,,,automatic,nn,nn
2020-11-21T21:45:13.930Z,38.2025,-117.7458,0.5,1.2,ml,14,113.89,0.053,0.16,nn,nn00785611,2020-11-21T22:38:23.929Z,"37 km ESE of Mina, Nevada",earthquake,,12.2,,,automatic,nn,nn
2020-11-21T21:37:13.745Z,36.76332092,-98.41399384,10,1.51,ml,12,189.59272,0.258705616,0.572330323,ok,ok2020wxlh,2020-11-21T21:39:39.668Z,"5 km W of Cherokee, Oklahoma",earthquake,,0,,8,automatic,ok,ok
2020-11-21T21:36:48.080Z,34.8298333,-120.2428333,4.95,1.52,ml,18,78,0.0357,0.26,ci,ci39473103,2020-11-21T21:40:31.683Z,"10km NNE of Los Alamos, CA",earthquake,0.47,0.75,0.17,24,automatic,ci,ci
2020-11-21T21:33:04.035Z,59.6123,-153.4106,119.8,2.6,ml,,,,0.77,ak,ak020ezhwbna,2020-11-21T21:44:27.925Z,"43 km ESE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-21T21:08:25.051Z,61.6595,-150.624,17.9,1.7,ml,,,,0.89,ak,ak020ezhr0d5,2020-11-21T21:13:14.358Z,"14 km NNW of Susitna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-21T21:06:45.370Z,35.6518333,-117.4511667,9.93,1.53,ml,22,118,0.145,0.16,ci,ci39473079,2020-11-22T03:37:49.000Z,"14km SSW of Searles Valley, CA",earthquake,0.35,0.83,0.225,20,reviewed,ci,ci
2020-11-21T21:06:24.480Z,35.9173333,-117.7448333,9.31,0.73,ml,10,76,0.0825,0.08,ci,ci39473071,2020-11-22T03:36:40.064Z,"15km E of Little Lake, CA",earthquake,0.25,0.73,0.254,6,reviewed,ci,ci
2020-11-21T20:57:53.400Z,38.1733,-117.8405,7.3,1.1,ml,18,76.15,0.019,0.1,nn,nn00785606,2020-11-21T21:36:04.221Z,"33 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-21T20:56:46.645Z,61.5052,-149.9129,36.1,1.9,ml,,,,0.41,ak,ak020ezhfws8,2020-11-21T20:59:22.791Z,"2 km SE of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-21T20:55:44.900Z,33.8066667,-116.9606667,13.79,0.56,ml,15,157,0.104,0.11,ci,ci39473055,2020-11-22T04:23:44.887Z,"2km N of San Jacinto, CA",earthquake,0.32,0.75,0.226,8,reviewed,ci,ci
2020-11-21T20:51:04.180Z,17.9126,-66.9248,11,2.37,md,8,234,0.0774,0.15,pr,pr2020326026,2020-11-21T21:15:27.976Z,"6 km SSW of GuÃ¡nica, Puerto Rico",earthquake,0.77,0.61,0.26,5,reviewed,pr,pr
2020-11-21T20:46:22.410Z,19.30066681,-155.2108307,2.690000057,1.91,ml,39,158,,0.109999999,hv,hv72239877,2020-11-21T20:51:52.310Z,"15 km S of Volcano, Hawaii",earthquake,0.46,0.800000012,0.23,5,automatic,hv,hv
2020-11-21T20:39:11.323Z,62.0976,-147.5749,33.3,1.8,ml,,,,0.19,ak,ak020ezhc6vw,2020-11-21T20:42:10.965Z,"27 km NW of Eureka Roadhouse, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-21T20:39:10.640Z,32.7541667,-115.8145,2.65,1.03,ml,17,59,0.1283,0.23,ci,ci39473047,2020-11-21T20:42:50.907Z,"17km E of Ocotillo, CA",earthquake,0.42,1.01,0.231,9,automatic,ci,ci
2020-11-21T20:23:47.990Z,32.752,-115.8141667,2.79,1.08,ml,11,124,0.1263,0.23,ci,ci39473023,2020-11-21T20:27:32.113Z,"17km E of Ocotillo, CA",earthquake,0.66,1.28,0.243,9,automatic,ci,ci
2020-11-21T20:22:41.710Z,33.6733333,-116.731,11.19,0.71,ml,25,82,0.04026,0.29,ci,ci39473015,2020-11-21T20:26:28.105Z,"8km S of Idyllwild, CA",earthquake,0.6,0.82,0.102,16,automatic,ci,ci
2020-11-21T20:20:14.240Z,37.4788333,-118.816,3.39,2.04,md,30,71,0.1036,0.05,nc,nc73485386,2020-11-22T00:40:06.170Z,"15km SW of Toms Place, CA",earthquake,0.27,0.98,0.232,26,reviewed,nc,nc
2020-11-21T20:17:06.290Z,37.2231667,-118.2388333,14.93,1.91,md,22,202,0.03604,0.07,nc,nc73485376,2020-11-22T00:25:06.082Z,"8km NE of Big Pine, CA",earthquake,0.96,0.3,0.155,20,reviewed,nc,nc
2020-11-21T20:02:44.570Z,19.19050026,-155.4646606,31.20000076,1.99000001,md,34,108,,0.119999997,hv,hv72239822,2020-11-21T20:05:57.190Z,"2 km SE of PÄhala, Hawaii",earthquake,0.64,1.03999996,0.25,13,automatic,hv,hv
2020-11-21T20:00:23.318Z,62.5954,-150.5963,1.3,1.9,ml,,,,0.34,ak,ak020ezh3uw7,2020-11-21T20:05:47.106Z,"14 km NE of Petersville, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-21T19:46:33.500Z,32.6623333,-115.795,8.02,1.02,ml,10,140,0.05932,0.14,ci,ci39472983,2020-11-22T03:35:43.609Z,"20km ESE of Ocotillo, CA",earthquake,0.53,0.79,0.078,5,reviewed,ci,ci
2020-11-21T19:43:44.307Z,36.997,-117.52,12.4,2.1,ml,8,62,0.123,0.1876,nn,nn00785597,2020-11-21T20:32:36.898Z,"64 km ENE of Independence, California",earthquake,,2.2,0.98,5,reviewed,nn,nn
2020-11-21T19:34:34.745Z,38.1683,-117.8386,6.7,2.1,ml,25,49.93,0.027,0.1365,nn,nn00785593,2020-11-21T20:20:00.084Z,"34 km SE of Mina, Nevada",earthquake,,0.7,0.27,12,reviewed,nn,nn
2020-11-21T19:32:26.600Z,38.8286667,-122.8041687,1.64,1.31,md,29,37,0.006999,0.02,nc,nc73485356,2020-11-21T22:33:07.389Z,"7km NW of The Geysers, CA",earthquake,0.18,0.3,0.17,6,automatic,nc,nc
2020-11-21T19:24:24.800Z,17.942,-67.0645,11,2.23,md,10,248,0.0341,0.15,pr,pr2020326025,2020-11-21T19:49:25.176Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,0.73,0.27,0.12,6,reviewed,pr,pr
2020-11-21T19:03:32.720Z,17.9796,-66.8491,18,2.13,md,10,172,0.0304,0.12,pr,pr2020326024,2020-11-21T19:16:22.856Z,"3 km WSW of Indios, Puerto Rico",earthquake,0.57,0.59,0.21,6,reviewed,pr,pr
2020-11-21T18:58:27.550Z,17.9461,-67.108,7,2.15,md,7,277,0.0603,0.11,pr,pr2020326023,2020-11-21T19:16:44.473Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.75,0.28,0.02,4,reviewed,pr,pr
2020-11-21T18:47:26.665Z,36.54263306,-98.98597717,3.545483589,2.06,ml,24,73.4765625,0.044784624,0.41337559,ok,ok2020wxfr,2020-11-21T18:50:25.490Z,"10 km WSW of Waynoka, Oklahoma",earthquake,3.095378887,1.679055579,,18,automatic,ok,ok
2020-11-21T18:43:36.790Z,35.7986667,-117.6238333,7.05,1.35,ml,19,71,0.02735,0.17,ci,ci39472927,2020-11-22T03:35:30.290Z,"20km W of Searles Valley, CA",earthquake,0.28,0.53,0.194,17,reviewed,ci,ci
2020-11-21T18:43:18.620Z,35.0831667,-118.8293333,2.02,1.54,ml,21,127,0.04364,0.21,ci,ci39472919,2020-11-21T18:47:14.402Z,"14km S of Arvin, CA",earthquake,0.39,0.63,0.224,27,automatic,ci,ci
